id,context,question,answer,category,span_start,span_end,classification
8982jMja-0mYqXcdvoFxJxW2630,"Pemain yang mendapatkan kartu merah harus keluar dari pertandingan tanpa bisa digantikan dengan pemain lainnya. Beberapa contoh tindakan yang dapat diganjar kartu merah adalah pelanggaran berat yang membahayakan atau menyebabkan cedera parah pada lawan, meludah, melakukan kekerasan, melanggar lawan yang sedang berusaha mencetak gol, menyentuh bola dengan tangan untuk mencegah gol bagi semua pemain kecuali penjaga gawang, dan menggunakan bahasa atau gerak tubuh yang cenderung menantang, pemain yang berposisi sebagai penjaga gawang melakukan hands ball di luar kotak penalti .",Apakah sanksi yang diterima pemain bila menyebabkan cedera parah pada lawan ?,kartu merah,SPAN,157,168,A
2655YDVlTu5g8XP-s_xoiAGt1095,"Pada periode yang sama, pemerintah berupaya mengurangi angka kemiskinan dengan Kebijakan Ekonomi Baru Malaysia (NEP) yang kontroversial, setelah Peristiwa 13 Mei, kerusuhan antar-etnis pada 1969. Tujuan utamanya adalah menghilangkan keterkaitan ras dengan fungsi ekonomi, dan rencana lima tahun pertama mulai menerapkan NEP sebagai Rencana Malaysia Kedua. Kejayaan atau kegagalan NEP menjadi bahan perdebatan, kendati secara resmi berakhir pada 1990 dan diganti dengan Kebijakan Pembangunan Nasional (NDP). Baru-baru ini banyak debat muncul sekali lagi tentang hasil dan relevansi NEP. Sebagian pihak berdalih bahwa NEP jelas-jelas berjaya menciptakan pengusaha dan tenaga profesional Melayu kelas menengah-atas. Kendati beberapa perbaikan di dalam kekuatan ekonomi Melayu secara umum, pemerintah Malaysia memelihara kebijakan diskriminasi yang menguntungkan Suku Melayu di atas suku lain - termasuk pengutamaan penerimaan kerja, pendidikan, beasiswa, perdagangan, akses mendapatkan rumah murah dan tabungan yang dibantu. Perlakuan khusus ini memicu kecemburuan dan kebencian di antara non-Melayu dan Melayu.",Apa akibat dari perlakukan khusus yang diberikan kepada ras melayu?,memicu kecemburuan dan kebencian di antara non-Melayu dan Melayu,SPAN,1043,1107,B
2196RcteK2m9GTjJgXROQiPI4109,"Nagarakretagama menyebutkan bahwa kemasyhuran penguasa Wilwatikta telah menarik banyak pedagang asing, di antaranya pedagang dari India, Khmer, Siam, dan Tiongkok. Pajak khusus dikenakan pada orang asing terutama yang menetap semi-permanen di Jawa dan melakukan pekerjaan selain perdagangan internasional. Majapahit memiliki pejabat sendiri untuk mengurusi pedagang dari India dan Tiongkok yang menetap di ibu kota kerajaan maupun berbagai tempat lain di wilayah Majapahit di Jawa.",Siapa yang diurus oleh pejabat majapahit?,pedagang dari India dan Tiongkok,SPAN,357,389,B
9800iElAh33OivZxcm_4tCk460,"Lima bulan kemudian, dikeluarkanlah Surat Perintah Sebelas Maret yang ditandatangani oleh Soekarno. Isi dari surat tersebut merupakan perintah kepada Letnan Jenderal Soeharto untuk mengambil tindakan yang perlu guna menjaga keamanan pemerintahan dan keselamatan pribadi presiden. Surat tersebut lalu digunakan oleh Soeharto yang telah diangkat menjadi Panglima Angkatan Darat untuk membubarkan PKI dan menyatakannya sebagai organisasi terlarang. Kemudian MPRS pun mengeluarkan dua Ketetapannya, yaitu TAP No. IX/1966 tentang pengukuhan Supersemar menjadi TAP MPRS dan TAP No. XV/1966 yang memberikan jaminan kepada Soeharto sebagai pemegang Supersemar untuk setiap saat menjadi presiden apabila presiden berhalangan.",Siapa yang menyatakan PKI sebagai organisasi terlarang?,Soeharto,SPAN,315,323,B
24057YiGguOU4QpG_Wn3OHra3640,"Upaya penafsiran Al-Qur’an telah berkembang sejak zaman hidupnya nabi Muhammad, saat itu para sahabat dapat menanyakan kepada sang Nabi jika memerlukan penjelasan atas ayat tertentu. Kemudian setelah wafatnya nabi Muhammad hingga saat ini, usaha menggali lebih dalam ayat-ayat Al-Qur’an terus berlanjut. Metodologi yang umum digunakan para mufassirin berupa metode analitik, tematik, hingga perbandingan antar ayat, dan dengan mengetahui asbabu nuzul nya al qur’an, itu adalah salah satu cara untuk menafsirkan al qur’an. Corak penafsiran yang dihasilkan berupa tafsir bercorak sastra-bahasa, sastra-budaya, filsafat, teologis bahkan ilmiah. Akan tetapi, adanya berbagai ayat Al-Qur’an yang masih misterius bagi para ahli tafsir, membuktikan bahwa pengetahuan dan ilmu manusia yang terbatas tidak sanggup menandingi sebuah Kitab berasal dari Ilmu Allah yang meliputi segala sesuatu. Serta terdapat keterangan bahwa inti ajaran Al-Qur’an adalah bagian-bagian tersurat yang mudah dipahami (muhkamat), sedangkan bagian-bagian tersirat yang rumit (mutasyahabihat) berada dalam Ilmu Allah.",Apa yang membuktikan bahwa ilmu dan pengetahuan manusia tidak akan sanggup menandingi Al-Qur'an?,adanya berbagai ayat Al-Qur’an yang masih misterius bagi para ahli tafsir,SPAN,655,728,B
2579V8DiOeUpZ5xJHz_B22Nw2437,"Pangeran Diponegoro terkenal selalu membawa kerisnya. Beberapa keris yang dimilikinya adalah Keris Kiai Omyang (tersimpan di Museum Sasana Wiratama-Yogyakarta), Keris Kiai Wisa Bintulu (tersimpan di Gedong Pusaka Keraton Yogyakarta, dan Keris Kiai Nogo Siluman. Keris terakhir tersebut itulah yang paling terkenal karena sempat hilang, tetapi ditemukan di Belanda dan sudah teregister dengan nomor RV-360-8084.",Apa nama keris yang sempat hilang dan ditemukan oleh Belanda?,Keris Kiai Nogo Siluman,SPAN,237,260,B
2087IjAfgbVGOizyI4eZPItW1543,"Pada hakikatnya Borobudur adalah sebuah stupa yang bila dilihat dari atas membentuk pola Mandala besar. Mandala adalah pola rumit yang tersusun atas bujursangkar dan lingkaran konsentris yang melambangkan kosmos atau alam semesta yang lazim ditemukan dalam Buddha aliran Wajrayana-Mahayana. Sepuluh pelataran yang dimiliki Borobudur menggambarkan secara jelas filsafat mazhab Mahayana yang secara bersamaan menggambarkan kosmologi yaitu konsep alam semesta, sekaligus tingkatan alam pikiran dalam ajaran Buddha. Bagaikan sebuah kitab, Borobudur menggambarkan sepuluh tingkatan Bodhisattva yang harus dilalui untuk mencapai kesempurnaan menjadi Buddha. Dasar denah bujur sangkar berukuran pada tiap sisinya. Bangunan ini memiliki sembilan teras, enam teras terbawah berbentuk bujur sangkar dan tiga teras teratas berbentuk lingkaran.",Apakah arti dari pola mandala besar ?,kosmos atau alam semesta,SPAN,205,229,B
2447UihYYfUXE3z2K7OG-aL91902,"Menurut Edward Burnett Tylor, kebudayaan merupakan keseluruhan yang kompleks, yang di dalamnya terkandung pengetahuan, kepercayaan, kesenian, moral, hukum, adat istiadat, dan kemampuan-kemampuan lain yang didapat seseorang sebagai anggota masyarakat. Selo Soemardjan dan Soelaiman Soemardi menyatakan bahwa kebudayaan adalah sarana hasil karya, rasa, dan cipta masyarakat. Sementara itu, M. Selamet Riyadi, budaya adalah suatu bentuk rasa cinta dari nenek moyang kita yang diwariskan kepada seluruh keturunannya, dan menurut Koentjaraningrat, kebudayaan adalah keseluruhan sistem gagasan dan tindakan hasil karya manusia dalam rangka kehidupan masyarakat yang dimiliki manusia dengan belajar.",Apakah arti kebudayaan menurut Selo Soemardjan ?,"menyatakan bahwa kebudayaan adalah sarana hasil karya, rasa, dan cipta masyarakat",SPAN,290,371,B
2631s34D4pZl8TjOOyGiit1L2332,"Dalam sudut pandang Sunni, Umar termasuk salah satu pemimpin yang hebat dan suri teladan dalam masalah keislaman dan beberapa hadits menyebutkan dirinya sebagai sahabat Nabi paling utama setelah Abu Bakar. Umar memiliki julukan yang diberikan oleh Nabi Muhammad yaitu Al-Faruq yang berarti orang yang bisa memisahkan antara kebenaran dan kebatilan. Namun di sisi lain, Umar cenderung dipandang negatif dalam perspektif Syi ah.",Bagaimana Umar dipandang oleh oleh Sunni?,salah satu pemimpin yang hebat dan suri teladan dalam masalah keislaman dan beberapa hadits menyebutkan dirinya sebagai sahabat Nabi paling utama setelah Abu Bakar,SPAN,41,204,B
2115wjzLCrPzhF-VpxKRqJFP1463,"Dengan adanya program ini, pada tanggal 2 Januari 1948 Presiden Soekarno mengeluarkan Keputusan Presiden No.1 Tahun 1948, yang memecah pucuk pimpinan TNI menjadi Staf Umum Angkatan Perang dan Markas Besar Pertempuran. Staf Umum dimasukkan ke dalam Kementerian Pertahanan di bawah seorang Kepala Staf Angkatan Perang (KASAP). Sementara itu, Markas Besar Pertempuran dipimpin oleh seorang Panglima Besar Angkatan Perang Mobil. Pucuk pimpinan TNI dan Staf Gabungan Angkatan Perang beserta seluruh perwira militer dihapus, dan pangkatnya diturunkan satu tingkat. Presiden kemudian mengangkat Soerjadi Soerjadarma sebagai Kepala Staf Angkatan Perang dengan Kolonel T.B. Simatupang sebagai wakilnya. Sebagai Panglima Besar Angkatan Perang Mobil diangkat Soedirman. Staf Umum Angkatan Perang bertugas sebagai perencana taktik dan siasat serta berkoordinasi dengan Kementerian Pertahanan, sedangkan Staf Markas Besar Angkatan Perang Mobil adalah pelaksana taktis operasional.",Siapakah panglima besar angkatan perang mobil ?,Soedirman,SPAN,748,757,B
1818-F59qEXWD7zf-tifA6Fz3388,"Amerika Serikat adalah negara terdepan dalam inovasi kedokteran. Menurut sebuah jajak pendapat oleh para dokter pada tahun 2001, Amerika Serikat mengembangkan atau memberikan kontribusi yang signifikan terhadap 9 dari 10 inovasi kedokteran teratas yang penting sejak tahun 1975, sedangkan Uni Eropa dan Swiss jika digabungkan hanya menyumbangkan lima kontribusi. Sejak 1966, AS adalah penerima Hadiah Nobel Kedokteran terbanyak daripada negara manapun di dunia. Dari 1989-2002, investasi di perusahaan-perusahaan bioteknologi swasta di Amerika Serikat lebih banyak empat kali lipat jika dibandingkan dengan Eropa.",Negara apakah yang menerima penghargaan Nobel terbanyak di bidang Kedokteran?,Amerika Serikat,SPAN,0,15,B
3003dQUE5hLbknhc6gAE1TOI3856,"Tanggal 12 Juli 1943, Soviet melancarkan serangan balasannya sendiri, sehingga memupuskan harapan apapun bagi Angkatan Darat Jerman untuk memenangkan pertempuran atau buntu di timur. Kemenangan Soviet di Kursk menandai kejatuhan superioritas Jerman dan memberi Uni Soviet inisiatif di Front Timur. Jerman berusaha menstabilkan front timur mereka di sepanjang garis Panther-Wotan yang sangat dipertahankan, namun Soviet berhasil mendobraknya di Smolensk dan Serangan Dnieper Hilir.",Apa peristiwa yang menjadi penanda jatuhnya superioritas Jerman?,Kemenangan Soviet di Kursk,SPAN,183,209,B
647GmaUXD9I5MZkvW1GqNBE3012,"Kebanyakan konten di YouTube diunggah oleh individu, meskipun perusahaan-perusahaan media seperti CBS, BBC, Vevo, Hulu, dan organisasi lain sudah mengunggah material mereka ke situs ini sebagai bagian dari program kemitraan YouTube. Pengguna tak terdaftar dapat menonton video, sementara pengguna terdaftar dapat mengunggah video dalam jumlah tak terbatas. Video-video yang dianggap berisi konten ofensif hanya bisa ditonton oleh pengguna terdaftar berusia 18 tahun atau lebih. Pada November 2006, YouTube, LLC dibeli oleh Google dengan nilai US$1,65 miliar dan resmi beroperasi sebagai anak perusahaan Google.",berapa nilai transaksi pembelian youtube?,"US$1,65 miliar",SPAN,543,557,B
2673R6wJljC4R8_gzHYO3Plt1042,"Pemerintah menaksir bahwa pada laju produksi terkini, Malaysia akan mampu menghasilkan minyak sampai 18 tahun dan gas sampai 35 tahun ke muka. Pada 2004, Malaysia menduduki peringkat ke-24 menurut cadangan minyak dunia dan ke-13 menurut cadangan gas. 56% dari cadangan minyak ada di Semenanjung sedangkan 19% di Malaysia Timur. Tiap-tiap negara bagian memelihara hak untuk menguasai sumber-sumber daya alam di dalam wilayahnya. Tetapi, pemerintah persekutuan menguasai minyak dan gas. Negara bagian yang memiliki minyak dan gas diberi royalti.",Apa yang terdapat di Semenanjung malaysia?,56% dari cadangan minyak,SPAN,251,275,B
1196pKofKEiQ1ZBZSetE64_G3168,"Kekhalifahan Abbasiyah adalah yang pertama kali mengorganisasikan penggunaan tentara-tentara budak yang disebut Mamluk pada abad ke-9. Dibentuk oleh Al-Ma mun, tentara-tentara budak ini didominasi oleh bangsa Turki tetapi juga banyak diisi oleh bangsa Berber dari Afrika Utara dan Slav dari Eropa Timur. Ini adalah suatu inovasi sebab sebelumnya yang digunakan adalah tentara bayaran dari Turki.",Pada abad keberapa tentara Mamluk mulai digunakan oleh Kekhalifahan Abbasiyah?,abad ke-9,SPAN,124,133,A
1524Nfm7mS8r69gMUDH3Iml01961,"Qian Kun (Hanzi: 钱锟) atau biasa di sapa Kun (Hangul: 쿤). Lahir di Fujian, Tiongkok 1 Januari 1996 (umur 25). Diperkenalkan menjadi anggota SM Rookies pada 18 Desember 2015 dan merupakan lulusan SR16B. Kun kembali masuk ke SR17B setelah SM Rookies mempunyai akun Instagram resmi. Kun pernah turut serta mengambil bagian vokal dalam lagu NCT U yang berjudul Without You versi Mandarin.",Dimana Qian Kun lahir?,"Fujian, Tiongkok",SPAN,66,82,B
883RFNtuFISrJk8_Rt0CI6B2665,"Sepuluh Perintah Allah, dikenal pula dengan istilah Sepuluh Firman Allah, Dasa Titah, atau Dekalog , adalah satu kumpulan prinsip biblika terkait etika dan ibadah, yang memegang suatu peranan penting dalam Yudaisme, Kekristenan, dan Islam. Perintah-perintah ini berisi instruksi untuk beribadah kepada Allah saja, menghormati orang tua sendiri, dan memelihara hari Tuhan, serta larangan terhadap pemberhalaan, penghujatan, pembunuhan, perzinaan, pencurian, ketidakjujuran, dan hasrat akan hal-hal yang dilarang. Masing-masing kelompok keagamaan mungkin memiliki tradisi tersendiri dalam melakukan penafsiran dan penomoran perintah-perintah ini.",Prinsip apakah yang diatur dalam 10 perintah Allah ?,prinsip biblika terkait etika dan ibadah,SPAN,122,162,B
26682MjSxvP6AiBNgCeojDJb1057,"Malaysia diberkati dengan sumber daya alam semisal sektor pertanian, kehutanan, dan pertambangan. Di sektor pertanian, Malaysia adalah salah satu pengekspor terbesar karet alam dan minyak sawit, yang bersama-sama dengan damar dan kayu gelondongan, kakao, lada, nenas, dan tembakau mendominasi pertumbuhan sektor itu. Minyak sawit juga merupakan pembangkit utama perdagangan internasional Malaysia.",Apa saja sektor sumber daya alam yang dimiliki oleh Malaysia?,"sektor pertanian, kehutanan, dan pertambangan",SPAN,51,96,B
2160pB7t95SaGUm4CzQhgmjJ4198,"Sebelum berdirinya Majapahit, Singhasari telah menjadi kerajaan paling kuat di Jawa. Hal ini menjadi perhatian Kubilai Khan, penguasa Dinasti Yuan di Tiongkok. Ia mengirim utusan yang bernama Meng Chi ke Singhasari yang menuntut upeti. Kertanagara, penguasa kerajaan Singhasari yang terakhir menolak untuk membayar upeti dan mempermalukan utusan tersebut dengan merusak wajahnya dan memotong telinganya. Kubilai Khan marah dan lalu memberangkatkan ekspedisi besar ke Jawa tahun 1293.",Bagaimana cara Kertanegara mempermalukan utusan Kubilai Khan?,merusak wajahnya dan memotong telinganya,SPAN,362,402,B
716hek6-tGWv6OjWX6V9K692835,"Pada usia 55 tahun, Soeharto memasuki masa pensiun dari dinas militer (Keprres No 58/ABRI/1974). Pencapaian puncak di dunia politik turut melengkapi kisahnya hidupnya sebagai seorang penguasa. Setelah mencapai posisi pucuk di republik, geliat kekuasaanya mulai metampakkan taringnya. Pada 20 Januari 1978, Presiden Soeharto melarang terbit tujuh surat kabar, yaitu Kompas , Sinar Harapan , Merdeka , Pelita , The Indonesian Times , Sinar Pagi , dan Pos Sore . Beberapa di antaranya kemudian meminta maaf kepada Soeharto.",Berapa banyak surat kabar yang dilarang oleh Presiden Soeharto?,"tujuh surat kabar,",SPAN,340,358,B
25163F-nTR5MBd30RtLg31GT1747,"Israel merupakan negara demokrasi dengan sistem pemerintahan parlementer dan hak pilih universal. Perdana Menteri Israel menjabat sebagai kepala pemerintahan dan Knesset bertugas sebagai badan legislatif Israel. Dalam hal produk domestik bruto, ekonomi negara ini menduduki peringkat ke-44 di dunia. Israel memiliki peringkat Indeks Pembangunan Manusia, kebebasan pers, dan daya saing ekonomi yang tertinggi dibandingkan dengan negara-negara Arab di sekitarnya.",Apakah nama badan legislatif Israel ?,Knesset,SPAN,162,169,A
2041iPCDoSwc6-SSEDCFNNzL1675,"Bandar Udara Changi saat ini memiliki empat (4) terminal penumpang. Terdapat juga sebuah terminal bertarif rendah, yang melayani maskapai bertarif rendah Tiger Airways dan Cebu Pacific. Maskapai penerbangan nasionalnya ialah Singapore Airlines (SIA), maskapai yang paling banyak mendapatkan penghargaan di dunia. Bandar Udara Changi Singapura diswastanisasikan pada tahun 2009 dan saat ini dimiliki sepenuhnya oleh Changi Airport Group.",Siapakah pemilik Bandara Changi ?,Changi Airport Group,SPAN,415,435,A
7008WqVcdO5NHeeSxJ_rN-I2877,"Kegemaran bertani tumbuh selama Soeharto menetap di Wuryantoro. Di bawah bimbingan pamannya yang mantri tani, Soeharto menjadi paham dan menekuni pertanian. Sepulang sekolah, Soeharto belajar mengaji di langgar bersama teman-temannya, bahkan dilakukan sampai semalam suntuk. Ia juga aktif di kepanduan Hizbul Wathan dan mulai mengenal para pahlawan seperti Raden Ajeng Kartini dan Pangeran Diponegoro dari sebuah koran yang sampai ke desa.",dimana Soeharto tinggal ketika ia suka cocok tanam?,Wuryantoro,SPAN,52,62,B
25316jqKhJvYVlP1H8PWC21S1702,"Pada tanggal 7 Juni 1981, Israel membombardir reaktor nuklir Osirak milik Irak pada Operasi Opera. Badan intelijen Israel, Mossad, mencurigai reaktor nuklir tersebut akan digunakan Irak untuk mengembangkan senjata nuklir. Pada tahun 1982, Israel melakukan intervensi pada Perang Saudara Lebanon untuk menghancurkan basis-basis serangan Organisasi Pembebasan Palestina di Israel Utara. Intervensi ini kemudian berkembang menjadi Perang Lebanon Pertama. Israel menarik pasukannya dari Lebanon pada tahun 1986. Intifada Pertama yang merupakan perlawanan rakyat Palestina terhadap pemerintahan Israel terjadi pada tahun 1987, menyebabkan terjadinya kekerasan di daerah pendudukan Israel. Selama 6 tahun berikutnya, lebih dari seribu orang tewas, kebanyakan merupakan korban kekerasan internal warga Palestina. Selama Perang Teluk 1991, PLO dan kebanyakan warga Palestina mendukung Saddam Hussein dan Irak dalam melancarkan serangan misil terhadap Israel.",Apakah penyebab perang Lebanon pertama ?,Israel melakukan intervensi pada Perang Saudara Lebanon,SPAN,239,294,C
1750NmMTJzJEm36yjIov9B9h3552,"Sebagai akibat dari skandal Watergate, Nixon menjadi presiden AS pertama yang mengundurkan diri pada tahun 1974. Pemerintahan Jimmy Carter yang berkuasa pada akhir 1970-an dihadapkan pada peristiwa-peristiwa seperti stagflasi dan krisis sandera Iran. Terpilihnya Ronald Reagan sebagai presiden pada tahun 1980 menandai terjadinya pergeseran arah politik Amerika Serikat, yang tercermin dari perubahan besar-besaran dalam prioritas perpajakan dan pengeluaran negara. Terpilihnya Reagan sebagai presiden untuk kedua kalinya menghantarkan AS pada skandal Contra-Iran dan perbaikan hubungan dengan Soviet. Runtuhnya Soviet pada awal 1990-an mengakhiri sekaligus menobatkan AS sebagai pemenang Perang Dingin dan menjadikannya sebagai satu-satunya negara adidaya di dunia.",Mengapa presiden Nixon mengundurkan diri dari jabatannya sebagai presiden AS?,akibat dari skandal Watergate,SPAN,8,37,B
614Bxg8ByFfN9DYmXPdt9mG72,"Rumah makan Padang yang menyajikan nasi Padang, yaitu nasi disajikan bersama aneka lauk-pauk Masakan Padang, mudah ditemui di berbagai kota di Indonesia. Selain itu Warung Tegal yang menyajikan masakan Jawa khas Tegal dengan harga yang terjangkau juga tersebar luas. Nasi rames atau nasi campur yang berisi nasi beserta lauk atau sayur pilihan dijual di warung nasi di tempat-tempat umum, seperti stasiun kereta api, pasar, dan terminal bus. Di Daerah Istimewa Yogyakarta dan sekitarnya dikenal nasi kucing sebagai nasi rames yang berukuran kecil dengan harga murah, nasi kucing sering dijual di atas angkringan, sejenis warung kaki lima. Penganan kecil semisal kue-kue banyak dijual di pasar tradisional. Kue-kue tersebut biasanya berbahan dasar beras, ketan, ubi kayu, ubi jalar, terigu, atau sagu.",Jelaskan apa itu nasi kucing di Jogja?,nasi rames yang berukuran kecil dengan harga murah,SPAN,515,565,B
918WklZmO3jLsn_Z70OZLWg2571,"Mulai tahun 1968 hingga 1992, produksi hasil-hasil pertanian meningkat tajam. Pada tahun 1962, misalnya, produksi padi hanya mencapai 17.156 ribu ton. Jumlah ini berhasil ditingkatkan tiga kali lipat menjadi 47.293 ribu ton pada tahun 1992, yang berarti produksi beras per jiwa meningkat dari 95,9 kg menjadi 154,0 kg per jiwa. Prestasi ini merupakan sebuah prestasi besar mengingat Indonesia pernah menjadi salah satu negara pengimpor beras terbesar di dunia pada tahun 1970-an.",Berapakah produksi padi Indonesia pada tahun 1992?,47.293 ribu ton,SPAN,208,223,B
2454DywEFUk_89WopSOIo62c1888,"Agama dan filosofi sering kali saling terkait satu sama lain pada kebudayaan Asia. Agama dan filosofi di Asia kebanyakan berasal dari India dan Tiongkok, dan menyebar di sepanjang benua Asia melalui difusi kebudayaan dan migrasi. Agama Hindu dan Agama Buddha berasal dari Asia Selatan, sedangkan Agama Konghucu dan Taoisme merupakan dua filosofi asal Tiongkok yang memengaruhi berbagai aspek, baik dari religi, seni, politik, maupun tradisi filosofi di seluruh Asia.",Darimanakah agama Hindhu Buddha berasal ?,dari India dan Tiongkok,SPAN,129,152,A
2951jT6DhbJBxVHu10Bg2oXX3980,"Perang Dunia II mengubah haluan politik dan struktur sosial dunia. Perserikatan Bangsa-Bangsa (PBB) didirikan untuk memperkuat kerja sama internasional dan mencegah konflik-konflik yang akan datang. Para kekuatan besar yang merupakan pemenang perang—Amerika Serikat, Uni Soviet, Tiongkok, Britania Raya, dan Prancis—menjadi anggota tetap Dewan Keamanan Perserikatan Bangsa-Bangsa. Uni Soviet dan Amerika Serikat muncul sebagai kekuatan super yang saling bersaing dan mendirikan panggung Perang Dunia yang kelak bertahan selama 46 tahun selanjutnya. Sementara itu, pengaruh kekuatan-kekuatan besar Eropa mulai melemah, dan dekolonisasi Asia dan Afrika dimulai. Kebanyakan negara yang industrinya terkena dampak buruk mulai menjalani pemulihan ekonomi. Integrasi politik, khususnya di Eropa, muncul sebagai upaya untuk menstabilkan hubungan pascaperang.",Negara mana saja yang menjadi anggota tetap Dewan Keamanan PBB?,"Amerika Serikat, Uni Soviet, Tiongkok, Britania Raya, dan Prancis",SPAN,250,315,B
1559TG0OMQDF0IiIQ-iWWlLf1341,"Kemudian pada 9 Agustus 1945, Bung Hatta bersama Bung Karno dan Radjiman Wedyodiningrat diundang ke Dalat (Vietnam) untuk dilantik sebagai Ketua dan Wakil Ketua Panitia Persiapan Kemerdekaan Indonesia (PPKI). Badan ini bertugas melanjutkan hasil kerja BPUPKI dan menyiapkan pemindahan kekuasaan dari pihak Jepang kepada Indonesia. Pelantikan dilakukan secara langsung oleh Panglima Asia Tenggara Jenderal Terauchi. Puncaknya pada 16 Agustus 1945, terjadilah Peristiwa Rengasdengklok hari dimana Bung Karno bersama Bung Hatta diculik kemudian dibawa ke sebuah rumah milik salah seorang pimpinan PETA, Djiaw Kie Siong, di sebuah kota kecil Rengasdengklok (dekat Karawang, Jawa Barat).",Kapankah Bung Karno dan Bung Hatta diculik ke Rengasdengklok ?,16 Agustus 1945,SPAN,430,445,B
1508H4qju9CSQupQaGqERdUH2004,"Pada 9 April, NCT U membuat penampilan siaran pertama mereka pada On Air NCT Show-Day 1 NCT Life di V Live yang dibawakan oleh Heechul dari Super Junior. Pada hari yang sama, mereka mengadakan pertunjukan pertama di Tiongkok di Music Feng Yun Bang Awards ke-16 bersama anggota asal Tiongkok, Kun dan WinWin. Pada 15 April, mereka mengadakan debut di Korea di Music Bank. Mereka tampil dalam ketiga musim dari serial realitas mereka, NCT Life , dengan menampilkan anggota pelatihan lain dari SM Rookies.",dimana NCT U pertama kali perform?,On Air NCT Show-Day 1 NCT Life di V Live,SPAN,66,106,A
1534EqrG2U5ZwhVnfonLjR3v1934,"Lee Je-no lahir di Seoul, Korea Selatan pada . Jeno diperkenalkan sebagai anggota SM Rookies pada Desember 2013. Sebelum menjadi Trainee di SM Ent, Jeno adalah bintang iklan di tv korea , dengan membintangi beberapa iklan produk seperti susu. pada 23 Agustus 2016 resmi debut bersama NCT DREAM. Jeno menjadi MC di Acara Music SBS THE SHOW bersama Yeun CLC mulai tanngal 22 Mei 2018 hingaa 1 tahun 6 bulan kemudian. pada tahun 2020 bergabung dengan NCT U dengan dirilisnya 90 s Love sebagai project NCT 2020 RESONANCE.",Kapan Lee Je-no diperkenalkan sebagai anggota SM Rookies?,Desember 2013,SPAN,98,111,B
1637oAol1FhKHhQdYFj8rM9_1137,"Singapura adalah kota tujuan perjalanan yang terkenal, mendorong kepentingannya dalam industri pariwisata negara itu. Jumlah kedatangan total mencapai 10,2 juta orang tahun 2007. Untuk menarik lebih banyak wisatawan, pemerintah memutuskan untuk mengizinkan perjudian dan dua resor kasino (disebut Integrated Resorts) dibangun di Marina South dan Pulau Sentosa tahun 2005. Untuk bersaing dengan kota-kota regional seperti Bangkok, Hong Kong, Tokyo dan Shanghai, pemerintah mengumumkan bahwa wilayah kota akan diubah menjadi kawasan yang lebih menarik dengan menerangkan bangunan-bangunan sipil dan komersial. Makanan juga dimanfaatkan sebagai atraksi pengunjung pada Singapore Food Festival yang diadakan setiap Juli untuk merayakan masakan Singapura. Acara tahunan lainnya di Singapura meliputi Singapore Sun Festival, Christmas Light Up, dan Singapore Jewel Festival.",Berapakah jumlah kunjungan ke Singapura pada tahun 2007 ?,"10,2 juta",SPAN,151,160,B
590XWeIE_Ub3P9D0x7jiKmg140,"Sebaran penduduk Indonesia tidak merata, dengan tingkat perkembangan yang bervariasi, mulai dari megakota Jakarta hingga suku-suku tak terjamah di Papua. Pada 2017, sekitar 54,7% populasi tinggal di kawasan perkotaan. Sekitar 8 juta orang Indonesia tinggal di luar negeri; sebagian besar dari mereka menetap di Malaysia, Belanda, Arab Saudi, Uni Emirat Arab, Hong Kong, Singapura, Amerika Serikat, dan Australia.",Berapa persentase populasi yang menetap di kawasan perkotaan pada tahun 2017?,"54,7%",SPAN,173,178,B
1385ik6Ip2I4xXAHzd2hJNiR722,"Pemilihan Umum 1955 berhasil memilih Konstituante secara demokratis, namun Konstituante gagal membentuk konstitusi baru sampai berlarut-larut. Presiden Soekarno lalu menyampaikan konsep Demokrasi Terpimpin pada DPR hasil pemilu yang berisi ide untuk kembali pada UUD 1945. Pada tanggal 5 Juli 1959, Soekarno mengeluarkan Dekret Presiden 5 Juli 1959, yang antara lain berisi pembubaran Konstituante serta penggantian konstitusi dari UUDS 1950 menjadi UUD 1945 kembali. Peristiwa ini menandai berakhirnya Demokrasi Parlementer dan mulainya Era Demokrasi Terpimpin. Pemerintah kemudian membentuk lembaga-lembaga MPRS dalam demokrasi terpimpin yang menerapkan sistem politik keseimbangan. Pada masa ini Soekarno merencanakan konsep pentingnya persatuan antara kaum nasionalis, agama, dan komunis.",Apa saja kaum yang diinginkan Soekarno dapat bersatu?,"kaum nasionalis, agama, dan komunis.",SPAN,756,792,B
550jo6NqKN88LJy5XivwHWi260,"Pada abad ke-7 Masehi, berdiri Kerajaan Hindu-Buddha Sriwijaya di Sumatra Selatan yang kemudian berkembang menjadi kemaharajaan terbesar dengan masa berdiri terlama di Asia Tenggara hingga awal abad ke-11. Kerajaan ini menguasai sebagian besar Sumatra, Semenanjung Malaya, Jawa, hingga pantai barat dan barat daya Kalimantan. Kerajaan ini juga mengendalikan aktivitas pelayaran dan perdagangan di Selat Malaka yang merupakan jalur perdagangan maritim utama antara India dengan Tiongkok. Selat Malaka merupakan salah satu jalur pelayaran terpenting di dunia. Sejak saat itu, sejarah Indonesia juga banyak dipengaruhi oleh bangsa-bangsa lain hingga masa-masa berikutnya.",Dimanakah salah satu jalur pelayaran terpenting di dunia?,Selat Malaka,SPAN,487,499,B
