id,question,answer,category,classification
2172mjXN9cse5myRvOdHKPXb4165,Apa saran dewan wali terhadap Raden Fatah?,meneruskan pembangunan masjid Demak,SPAN,B
714aKiFAE7PyMxPGjvvXxuT2843,Presiden Soeharto membentuk Tim Ahli Ekonomi yang terdiri oleh siapa saja?,"Prof Dr Widjojo Nitisastro, Prof Dr Ali Wardhana, Prof Dr Moh Sadli, Prof Dr Soemitro Djojohadikusumo, Prof Dr Soebroto, Dr Emil Salim, Drs Frans Seda, dan Drs Radius Prawiro",SPAN,B
2059qn2LY5Rgkc_lCxZvqig_1623,Berapa banyakkah arca Buddha yang terdapat di candi Borobudur ?,504,SPAN,C
585CaB0jXHyJe3pUKSAX9bo155,Apa ibukota negara Indonesia?,DKI Jakarta,SPAN,C
2520AJw6yorsA0GUmWlSBDMa1735,Kemanakah komunitas Hasidut berpindah pada abad ke-18 ?,ke Tanah Suci,SPAN,B
2968uPxSrxVpmS14fG-ZA4Ao3939,Apa nama negara pecahan dari Cekoslowakia yang merupakan pro-Jerman?,Republik Slovak,SPAN,B
2229yWQdKMBVLO9a2dROyNJM4023,Mengapa Jokowi mendapat kritik dari peneliti Amerika Serikat?,dipandang tidak konsisten dalam mengajak investor asing,SPAN,C
2731RLyhdlj0BcmAmC4xntvl881,Berapa jumlah kapal sekutu yang karam karena kapal-u?,5.000,SPAN,B
2608ntJl4AFAduDIt0AYknjI2371,Di Universitas apa Edhie Baskoro kuliah?,Curtin University of Technology,SPAN,C
2067_XJIXN5KQHYCN7DkmQwO1600,"Mengapa diduga ada keterkaitan antara candi Borobudur, Mendut dan Pawon ?",memiliki kemiripan langgam arsitektur dan ragam hiasnya dan memang berasal dari periode yang sama,SPAN,C
1533QCzr5BjBIkY0Ic8bG-GH1937,Apa nama korea dari Renjun?,Hwang In-joon,SPAN,B
2110Ltc2qd2K0ntqhOxVLf_A1477,Kapankah Jepang mendirikan PETA ?,Oktober 1943,SPAN,B
2441iHjaCHbBrRtNVI1F4dLI1917,Berapakah luas area tambang Toba Bara ?,7087 hektare,SPAN,B
2466lC31cH6baEqjSIz-P2Z51863,Kapankah UUD 1945 berlaku sebagai konstitusi Republik Indonesia ?,18 Agustus 1945,SPAN,A
1601x8Z8HcPY9jNpZ_sO3-QS1232,Apakah Budi Utomo menurut Soewardi ?,manifestasi dari perjuangan nasionalisme,SPAN,C
2478p3DH7qkwbYJIQjszTbcE1828,Apa sajakah kerjasama yang telah dilakukan ASEAN+3 ?,kerja sama keamanan energi,SPAN,C
2389R07UIy-md3maCacU-Hv63671,Apakah sumber hukum syari'ah yang digunakan bersama dengan Al-Qur'an?,hadis,SPAN,A
682I2vidJcfbbqgpGrTK1XG2921,gambaran Garuda biasanya berwarna apa?,cerah keemasan,SPAN,C
2643UpH1vcnmDtWFzogLQYIY1123,Mengapa Singapura tetap berada di bawah kendali Britania Raya?,karena letaknya yang stategis,SPAN,C
883NFsTbNvaXPN7nA5vibGt2664,Agama apa sajakah yang menggunakan 10 Perintah Allah ?,"Yudaisme, Kekristenan, dan Islam",SPAN,C
2030yIcovw6j8LoFsbnLcn8Q2153,Siapa istri kedua Pangeran?,Raden Ajeng Supadmi,SPAN,C
898Q-3kYtPG_vXcdvoFxJxW2631,Apakah sanksi yang diterima pemain bila meludah ?,kartu merah,SPAN,B
1024b_zBEsoqAnEtMtzSj7XD342,Kapan pedagang portugis mengenal istilah Jepang?,etika berada di Malaka pada abad ke-16,SPAN,C
2950j5cEVzFR9tlrOy98K8cj3982,Kapan Perang Dunia II berlangsung?,mulai tahun 1939 sampai 1945,SPAN,C
2474aB357FAulw_H4WRn_Ime1842,Apakah susunan kenegaraan INdonesia menurut UUD 1945 ?,kesatuan,SPAN,B
2221KJ9_NrlgdFscJr8G23sK4043,Siapa nama pasangan gubernur dan wakil sebelum Jokowi-Ahok?,Fauzi Bowo - Prijanto,SPAN,C
15387Blg_wJjcZbkwAdg3ihT1400,Kapankah Mohammad Hatta lahir ?,12 Agustus 1902,SPAN,B
931vejmr38S6tswRYCaqosz2538,Apakah yang pemerintah orde baru minta pada negara-negara kreditor ?,menunda pembayaran kembali utang Indonesia,SPAN,B
2688HW0oYt08dER6A8d66xBp998,Apa dampak dari kurangnya jumlah tenaga medis di malaysia?,pelayanan dan perawatan kesehatan tertentu hanya ada di kota-kota besar,SPAN,C
23386xE0NbvZWVPZakM8re8C3783,Olahraga apa di Amerika yang menggantikan tinju dan pacuan kuda dalam hal jumlah penonton?,golf dan balap mobil,SPAN,B
2131ThABbwh5RS-HlVdmLPDZ1418,Kapankah Soedirman diangkat menjadi jenderal besar ?,1997,SPAN,C
970ykwG5UACigqQF0ueujZT489,Apa yang dilakukan soekarno saat ledakan terjadi?,Soekarno tengah memimpin rapat di gedung sebelah Istana Presiden,SPAN,B
2011Y6hmmr1d2jBM4AO7b6VL2190,Apa nama karya yang isinya cerita fantastis?,Muhayyelât,SPAN,B
176272iLN20O-jOavSbCNQan3517,Ada berapa tingkat pemerintahan dalam sistem federal AS?,tiga,SPAN,A
935UD7iycK3BrOizCyeWBg22526,Apakah sasaran utama pelita II ?,"ersedianya pangan, sandang, perumahan, sarana prasarana, mensejahterakan rakyat, dan memperluas kesempatan kerja",SPAN,B
1366z_TtwYTXRVHrRgzO6hv7772,Mengapa musso ditembak mati pada 31 oktober?,menolak untuk menyerah,SPAN,C
705nABbOAzpYWFGNrPSDwL22868,tim apa yang dipimpin oleh Soeharto pada operasi di Sulawesi?,Brigade Garuda Mataram,SPAN,C
1037LvCdYeAKroXxUJeycQww304,Di mana Hokkaido terletak?,Jepang bagian utara,SPAN,B
2644fKUBosjdYiAeduy2FQVF1121,Apa hal yang saat ini masih terus dilakukan oleh Filipina?,Pengakuan atas wilayah,SPAN,C
2073z-IROD_SxTTIHVa0x2-Q1583,Kapankah penelitan pertama mengenai candi Borobudur diterbitkan ?,Pada 1873,SPAN,A
2193Xc8QMOrUJWgYE6YwVXyI4116,Apa itu kakawin?,puisi berbahasa Jawa Kuno,SPAN,B
1455F83kQULcWfbQs3NcBq_w2104,Jakarta dilewati berapa sungai?,13 sungai,SPAN,B
842ErNGDuqVhjG7ZUyiwsjd2772,Majelis manakah yang lebih diutamakan untuk menjadi perdana menteri ?,Majelis Rendah,SPAN,B
1785Yd2T_X6Og_obivSYFDDm3463,Berapa persentase sektor pertanian AS terhadap PDB?,kurang dari 1%,SPAN,B
2176_V6iXioszwPbfdPjMwxq4153,Bagaimana gaya berpakaian tentara petani?,setengah telanjang dan ditutupi dengan kain katun di bagian pinggangnya,SPAN,B
1994OHXyl5b_H0ye904RAGwf2215,Apa tujuan dilakukannya sensus di abad ke 18 Utsmaniyah?,menghitung potensi wajib militer,SPAN,B
2369_xfvbok_zAL_Rv81FtdX3712,Berapakah tepatnya usia Nabi Muhammad pada saat diangkat menjadi rasul menurut perhitungan tahun kamariah?,40 tahun 6 bulan dan 8 hari,SPAN,C
2052RvSs680PHPtZuennk4-w1643,Apakah bahasa yang paling dominan digunakan di Singapura ?,Bahasa Inggris,SPAN,A
2051Kxj17zphNy4PvJVu6Lkg1647,Apakah target pemerintah Singapura dengan membangun banyak universitas negeri ?,dapat menyediakan pendidikan tinggi untuk 30% dari setiap kelompok,SPAN,C
3038eqq4CM3lWy40y14f8S143785,Mengapa Jerman dan Jepang tidak ingin melakukan perang yang berkepanjangan?,tidak sanggup melakukannya,SPAN,C
1763xIpOj62D71kP707OrPOL3516,Bagaimana penentuan jumlah kursi DPR di Amerika?,ditentukan menurut jumlah penduduk di masing-masing negara bagian setiap sepuluh tahun sekali,SPAN,C
584OsnQDPEfdT3D-biv4Yg2158,Bagaimana proses seseorang terpilih menjadi gubernur/walikota/bupati?,dipilih langsung oleh rakyat melalui Pemilu dan Pilkada,SPAN,C
21208xkL7JG9a1slm1tkqySv1448,Apakah tujuan Belanda dalam agresi militernya ?,untuk merebut ibu kota Yogyakarta,SPAN,A
2551pxDvmDEe_JDrvTqX24D22488,Pada bulan apa kira kira Pangeran Diponegoro bersembunyi menurut George Nypels?,pertengahan November 1829 hingga pertengahan Februari 1830,SPAN,B
1600ywzg9ULBGI5IAxrJ6foM1236,Aapakah maksud dari artikel Als ik Nederlander was ?,dimaksudkan sebagai suatu sindiran yang sangat pedas terhadap pihak Belanda,SPAN,C
596Q82NOv6jfyrM6AZU0rOO120,Kapan agama Hindu mulai masuk ke Indonesia?,awal abad pertama Masehi,SPAN,A
2548jWUEsutIJk1cbqN2tPM12495,Siapa yang mengejar Pangeran Diponegoro?,AV Michiels,SPAN,C
1425958Af5TnMLwD04387,Kapan konser BTS di Rose Bowl diadakan?,,UNANSWERABLE,A
2395gaoIJm8RJNk2Sl5xvuDq3658,Apa yang dimaksud dengan surah Makkiyah?,surah-surah yang turun sebelum Rasulullah hijrah ke Madinah,SPAN,C
20199YPeHSgfEFESo0NsKNKZ2176,Pemintalan karpet berasal dari mana?,budaya nomaden Asia Tengah,SPAN,B
1785-_093vWZJxwqV0Mwx6bG3462,Produk apakah yang mendominasi sektor manufaktur?,produk-produk kimia,SPAN,C
1169Pw8TMA7C0o4DfohkFyls3245,Apa bentuk keberhasilan Presiden Habibie dalam bidang ekonomi?,berhasil memotong nilai tukar rupiah terhadap dollar masih berkisar antara Rp10.000 – Rp15.000,SPAN,C
886LRP2H2vQHems49GkFtqW2659,Apakah bentuk rangkuman Yesus dari sepuluh perintah Allah ?,dua hukum kasih yang mengajarkan untuk mengasihi Allah dan mengasihi sesama,SPAN,C
1369djsyqLYuxpeSrFzUMmCE765,Mengapa timor leste tetap dimasukan sebagai kawasan pasifik oleh sebagian pihak?,alasan politis,SPAN,C
2206I8Vkp53Zdu1cUBnnuvdS4081,Apa semboyan dari negara Indonesia?,Bhinneka Tunggal Ika,SPAN,B
1166mDE1LWP75imlcmsDPZ4x3256,Apa tujuan mendapatkan dukungan dari Dana Moneter Internasional dan komunitas negara - negara donor?,program pemulihan ekonomi,SPAN,B
2439Q3dwt5i21LkosQln5aU01922,Mengapa luhut menolak menjadi menteri pada masa presiden setelah Gus Dur ?,karena ia menjaga etika terhadap Gus Dur,SPAN,B
1549OXzotDTvVSxA1XYg3Qdn1368,Kapankah Hatta dan Syahrir ditangkap Belanda ?,25 Februari 1934,SPAN,B
1461ZfZbXtvbUZA2_jR_fhkR2090,Berapa jumlah kursi di DPRD Jakarta?,106 kursi,SPAN,B
2999g-R1b7cOXrVxRNQJEeu63865,Apa tujuan utama dari Operasi Crusader?,mengklaim kembali semua wilayah yang direbut Jerman dan Italia,SPAN,B
2962KhT-P_YhV9i-0r4AXnNV3953,Apa yang menandai berakhirnya perang Italia dan Abisinia?,pendudukan militer di Ethiopia,SPAN,B
2493Wl0nyJ_0srCt24KRwauj1800,Apakah contoh front tempat PKI bergerak ?,Gerindo dan serikat-serikat buruh,SPAN,B
2102z4y9nEpbATY8I78HaePk1502,Kapankah hari pahlawan nasional Indonesia ?,10 Desember,SPAN,C
1556RL1OU4mcoPPe2rTqDdxN1349,Mengapa pemerintah Belanda memindahkan orang-orang Buangan ?,karena khawatir kerjasama dengan Jepang,SPAN,C
1740bfOMnm2FzOi__s2X3YUd3584,Kapan proklamasi emansipasi dikeluarkan?,1863,SPAN,A
2507uSi5SuFnCHRYJSdsCOTN1766,Siapakah yang bertanggung jawab dalam pembantaian anti-komunis ?,para pelaku tindak kriminal seperti para preman,SPAN,C
1825MtNCYtNGCoORkHQFRAhq3374,Siapakah tokoh Amerika yang menjadi pelopor dalam film animasi?,Walt Disney,SPAN,A
1517RRHHjHDzsegVV1oTrpCQ1978,Apa nama album keempat NCT Dream?,Reload,SPAN,B
1830MpIhGxEOYndLD4ltPTIl3360,Siapakah penulis yang paling berpengaruh di AS pada abad ke-20?,William Faulkner dan Ernest Hemingway,SPAN,B
1032DagEj13ZJnkBdXH3dlsw319,Mengapa Amerika Serikat memberlakukan embargo minyak terhadap Jepang?,terjadinya Perang Tiongkok-Jepang Kedua,SPAN,C
913vnJ7FuCx73C-Vyaofcns2586,Apa sajakah tugas utama kabinet Ampera ?,menciptakan stabilitas ekonomi dan stabilitas politik,SPAN,B
21895ri-SgzvCYbZU84umbJD4124,Bagaimana cara Ordo Fransiskan kembali ke italia?,"melalui jalan darat lewat Vietnam, China, terus mengikuti Jalur Sutra menuju Eropa",SPAN,C
20711Hl0tPbCWQ2GM-nT-TSe1587,Apakah agama dari wangsa Syailendra ?,agama Buddha aliran Mahayana,SPAN,C
1003mJcD4m-odKlTcjmfnWpG402,Bagaimana cara Athena melakukan pengambilan suara?,dengan pemakaian kotak suara batu,SPAN,A
2228Ft7w8DJ9Q6WqnZI87gg34025,Apa tujuan kenaikan BBM pada era Jokowi?,ingin mengalihkan dana subsidi tersebut untuk pembangunan infrastruktur dan kesehatan,SPAN,C
699mwyBz83siw0vstjV-vDu2880,"Ketika besar, Soeharto tinggal bersama dengan siapa?",Mbah Atmosudiro,SPAN,B
20641EP682eRhx2QWgjzDM9I1609,Apakah arti bara dalam bahasa sanskerta ?,kompleks candi atau biara,SPAN,B
2018nWjHAk4XaPTFuNjnMEQn2178,Apa saja bagian dari seni buku Utsmaniyah?,"Penerangan, miniatur (taswir), kaligrafi (hat), kaligrafi Islam, penjilidan buku (cilt), dan pemarbelan kertas (ebru)",SPAN,C
662FSjJPutAhsBA5hh--LCF2971,Kapan YouTube XL rilis ke publik?,Juni 2009,SPAN,B
622nOqPRd2vnPs-z_NW5VoY48,Sebutkan beberapa nama surah yang sudah disebutkan dalam beberapa hadits,"Al-Baqarah, Ali Imran, Hud, dan Al-Waqiah",SPAN,B
2719wUxhpIiVwxBLr4itkaGv912,Apa dampak dari gagalnya Austria-Hongaria meraih kemenangan?,"menempatkan pasukan yang memadai di front Serbia, sehingga melemahkan upayanya membuka perang dengan Rusia",SPAN,C
703rIf-aXXra-sCqmgKHUxK2873,"Setelah Belanda menyerah pada Jepang, Soeharto pindah kemana?",Dusun Kemusuk,SPAN,C
17877jymQtwntyWZpIqtv6ZT3458,Bagaimana tarif pajak konsumen di AS dibanding negara-negara Eropa?,lebih rendah,SPAN,A
2449Gc-t93zVR6Bjza9-brVc1898,Apa sajakah jenis kekerabatan pada masyarakat luas ?,"keluarga inti, keluarga luas, keluarga bilateral, dan keluarga unilateral",SPAN,B
2721w4sXZ7mV6j4Zl36hHUHd910,Apa yang Prancis lakukan pada pertempuran Marne Pertama?,menghambat pergerakan Jerman ke timur Paris,SPAN,C
602HXVJQ-EmvT3_fAAZT-iH102,Apa kepanjangan dari JKN?,Jaminan Kesehatan Nasional,SPAN,B
2986JvbXNLo81zp2QsLN9R-o3896,Apa tujuan Hitler menghancurkan Uni Soviet?,"menghapus komunisme, menciptakan Lebensraum (ruang hidup)",SPAN,C
2651W9hIkNcmdRVAlG6zUyLS1103,Siapa saja pihak yang memilih kabinet?,para anggota Dewan Rakyat dan Dewan Negara,SPAN,C
949_fWOuLXk2h3DJ9NWsIjn552,Siapakah tokoh proklamator kemerdekaan Indonesia selain Soekarno?,Mohammad Hatta,SPAN,A
2232EHYoqgOShRapE72ALRJ44015,Siapa nama presiden dari 2004 hingga 2009?,Susilo Bambang Yudhoyono,SPAN,B
1410DLyemZEmSq5UCIdY2yjC657,Apa judul karya kartini yang diterjemahkan ke bahasa melayu?,Habis Gelap Terbitlah Terang: Boeah Pikiran,SPAN,C
2422G-GiBC-3LUz-jnAzT2Mq3609,Mengapa Soekarno membutuhkan dukungan PKI?,untuk menghadapi Malaysia,SPAN,B
2958PFJS1dK5nJyCBmSCZBqp3963,Apa yang dilakukan Tiongkok untuk melawan Jepang?,meminta bantuan Liga Bangsa-Bangsa,SPAN,A
717GIQkXVVB0r9TgF9XjTKs2833,Siapa yang menjadi Wakil Presiden Soeharto di periode yang ketiga?,Adam Malik,SPAN,B
1633DdbmGFX3Fap5yGmYewEs1149,Apakah itu kontinen Gurkha ?,sebuah pasukan kontra-terorisme,SPAN,C
843zyenQsDbdyEDKorOOEer2769,Siapa nama salah satu keponakan Pangeran Akishino ?,Aiko (Putri Toshi),SPAN,C
542XLmdPu_Re7m8EKEBlNHO283,Salah satu julukan Indonesia karena memiliki banyak pulau adalah,negara kepulauan terbesar,SPAN,B
29802gx0lFYy6rgIUS6ZhDD83909,Negara manakah yang dikecualikan untuk dipaksa berperang melawan kekuatan poros?,Uni Soviet,SPAN,B
2107a4gQhq9F4QB4GLnMXPaW1487,Apakah yang terkenal dari Soedirman selama berada di kelompok Pemuda Muhammadiyah ?,negosiator dan mediator yang lugas,SPAN,B
1374yoc9nWJdr9ATgDMv2vDw752,Bagaimana kiat negara di asia tenggara menghadapi masalah kabut asap?,menandatangani Persetujuan ASEAN mengenai Pencemaran Kabut Asap Lintas Perbatasan,SPAN,B
2396H9jCvuDLczQcUQlEZGud3657,Bagaimana karakteristik umum surah-surah Al-Qur'an yang diturunkan di Madinah?,memiliki jumlah ayat yang banyak,SPAN,C
26748vEm6_JIFNnvzYBeYPv81040,Apa status yang dimiliki orang khmer dan vietnam yang menetap di malaysia?,pengungsi Perang Vietnam,SPAN,B
3017iTDKpmlMaBIVXHiLiYZ73822,Apa yang dilakukan tentara Australia saat mendarat di Kalimantan pada Mei 1945?,menduduki ladang minyak,SPAN,B
2710l98nPxuBNtPvCvgG3ZAV938,Mengapa pada tahun 1990 banyak terrbentuk aliansi politik pada benua eropa?,kekuatan-kekuatan besar Eropa berupaya keras mempertahankan keseimbangan kekuatan di seluruh Eropa,SPAN,C
940fL86HY7bK7-T5kU7TrIZ581,Siapa yang memerintahkan F.Wuz untuk menyebarkan berita proklamasi?,Waidan B. Palenewen,SPAN,B
926_pz3jhhCLKnSf1RRHRGd2547,Kapankah Indonesia kembali masuk kedalam PBB ?,28 September 196,SPAN,B
1492M31dOPpyF5MFUXJiJfx52030,Apa itu wingewest?,wilayah yang menghasilkan keuntungan,SPAN,B
1560RmR7yEVWFqhgUfFWyb3J1336,Apakah yang mendasari para pemuda untuk menculik Bung Karno dan Bung Hatta ?,dalam rangka mempercepat tanggal proklamasi kemerdekaan Indonesia,SPAN,A
1808OvbxP0FbCDbzWY3jMW_e3416,Mengapa bahasa Inggris dan Perancis menjadi bahasa utama di Louisiana?,Karena tidak memiliki bahasa resmi,SPAN,C
2711wNn5GeHqOfTsTyQ56zpG937,Bagaimana cara Eropa terhindar dari permasalahan setelah tahun 1870?,melalui jaringan perjanjian yang direncanakan secara hati-hati antara Kekaisaran Jerman dan seluruh Eropa yang dirancang oleh Bismarck,SPAN,C
5753KHX9NUZ-uCbV_zi_V4J183,Berapa banyak spesies tumbuhan yang dimiliki Indonesia?,25.000,SPAN,B
2722B2Q7xCqKAJysuUWecphg908,Apa yang kapal SMS Eden lakukan pada tanggal 28 Oktober?,menenggelamkan kapal jelajah Jerman Zhemchug pada Pertempuran Penang,SPAN,B
2074kJ6tj7m3dUealDR0iSOG1579,Mengapa banyak arca tanpa kepala di candi Borobudur ?,arca sengaja dijungkirkan dan dijatuhkan oleh pencuri agar kepalanya terpenggal,SPAN,C
9012HUd6aulh_Yu4SRtV4Ju2622,Siapakah pemain yang boleh memegang bola pada permainan sepak bola ?,Penjaga gawang,SPAN,C
2730mL2oE6m4D8Od_UQ6wMXf883,Apa nama kapal yang tenggelam pada tahun 1915?,RMS Lusitania,SPAN,B
1453eTocKdHUvXr67uYm59TP2106,Suku apa yang menjadi terbesar di Jakarta?,Suku Jawa,SPAN,B
641M4LSzcBNf0p8MuWs4Li43030,Tempat tempat mana saja yang dijadikan tujuan transmigrasi?,"Kalimantan, Sulawesi, Timor Timur, dan Irian Jaya",SPAN,C
937wMFiXffRIE3NG_K_PJuV2519,Kapankah periode Pelita V dilaksanakan?,1 April 1989 sampai 31 Maret 1994,SPAN,C
556fLKlHwoGAKGwwcRMBDwh240,Kapan bangsa Eropa mulai menjajah Indonesia?,awal abad ke-16,SPAN,C
2640x6nNIaOGwyi0gBPzvykU1131,Apa saja negara melayu bersukutu yang dikuasai Siam?,"Perlis, Kedah, Kelantan, dan Terengganu",SPAN,B
1812VV7iwFJbaygIgu6vzb9F3406,Bagaimana kepercayaan warga Amerika terhadap Tuhan dari tahun ke tahun?,menurun secara bertahap,SPAN,B
2560nGtG9OY7-88aqDalhuYv2470,Apa yang dilakukan Gubernur Jendral De Kock untuk membatasi pergerakan Pangeran Diponegoro?,menggunakan strategi perbentengan (Benteng Stelsel),SPAN,A
1594lISY-Dfis872k6M3Utdc1251,Mengapa hasil pergerakan Budi Utomo dibawah Tirtokoesomo dinilai lambat ?,"eharusnya dengan cabang-cabang Budi Utomo yang cukup banyak, gerakan Budi Utomo dinilai lambat dan sangat hati-hati",SPAN,C
2115o-NOQilKM9cMoL7EeDR01462,Siapakah kepala staf angkatan perang ?,Soerjadi Soerjadarma,SPAN,C
1502t95YZwb3DBEc50kzbs112018,NCT dibentuk oleh siapa?,SM Entertainment,SPAN,A
643hOw7cSZHnFDg9xSl_9rX3025,nama lain dari masa reformasi?,Era Pasca Orde Baru,SPAN,B
2707gSiUHQVzCZqq8wFY2gvz944,Mengapa kejadian di front britania dinilai sama kacaunya dengan front depan?,karena para pihak terlibat berusaha memobilisasi tenaga manusia dan sumber daya ekonomi mereka untuk melakukan perang total,SPAN,C
2114PF_Hzr-w95B50r8JycTn1466,Siapakah yang menggantikan sudirman sebagai kepala divisi V ?,Kolonel Sutiro,SPAN,B
1387YoNwFgU_hCV3WDkM6HFk720,Berapa lama kabinet natsir berlangsung?,"6,5 bulan",SPAN,B
25567DWWtABHgq600h7hP6972477,Apa yang dilakukan Hindia Belanda ketika musim hujan?,melakukan gencatan senjata dan berunding,SPAN,A
2438_EbtTSQc5lsCpGlzo17M1926,Mengapa luhut dinilai piawai dalam diplomasi ?,mampu mengatasi hubungan kedua negara yang sempat terganggu,SPAN,C
625s5iuUhzcOucr1cjzlQTe39,Siapa yang menjatuhkan bom atom kepada Jepang?,Amerika Serikat,SPAN,A
2150mk9STtYfvVPdRfNOdnih4223,Siapa nama raja Kerajaan Pajajaran?,Sri Baduga Maharaja,SPAN,B
606ydc6r27eppB2SC3CIOZ594,"Pada zaman dahulu, darimanakah asal pengaruh gaya arsitektur Indonesia?",India,SPAN,B
2703tHS1apl2j5UgPSEuvXw2955,Apa yang merupakan salah satu kemampuan dari malaikat?,dapat melintasi alam semesta secepat kilat atau bahkan lebih cepat lagi,SPAN,C
30239qJxzKpT4gziPvpN4Rqd3811,Negara mana saja yang menjadi negara satelit Soviet?,"Polandia, Hongaria, Cekoslowakia, Rumania, Albania, dan Jerman Timur",SPAN,B
2472J9OcrMuEU-NMunTzS_UI1846,Berapakah banyak Bab pada batang tubuh UUD 1945 sebelum amandemen ?,16 bab,SPAN,C
1527UKGoQiYuIWZfUOoYgAYF1954,Apa nama program yang dipandu oleh Jung Yoon-oh?,Show Champion,SPAN,B
1950b8OIQ8bzZrEdme_QFejW2297,Apa imbalan yang didapat dari mehmed dengan mengizinkan Gereja Ortodoks?,mengakui pemerintahan Utsmaniyah,SPAN,B
1439FueGAYIvwKpcGr1leJJu2135,Siapa yang ingin mengurangi laju penduduk?,Ali Sadikin,SPAN,B
3014pcTrhA69GQHkNXpHvhmZ3831,Apa tujuan serangan balasan Jerman di Ardennes?,memecah belah Sekutu Barat,SPAN,B
2958RqWdfJdoUOuFb0joLgV93964,Dimanakah Jepang dan Tiongkok bertempur?,"di Shanghai, Rehe, dan Hebei",SPAN,B
239409bAojLcBv-vX19Ipsyy3660,Surah apakah yang tidak terdapat lafadz Bismillahirahmanirrahim di bagian pembukanya?,Surah At-Taubah,SPAN,B
1627Ewd39gIbO48nfIpKd3jZ1160,Berapakah hubungan diplomatik yang dimiliki Singapura ?,175 negara,SPAN,B
692dt6AYZva7v7XYgvIDEbY2893,berapa lama masa kepemerintahan Soeharto?,32 tahun,SPAN,C
608IiEQrTFEeXGLAfAOvOOp88,Apa itu karapan sapi?,Olahraga tradisional Indonesia,SPAN,B
1162WEg_WPImiRPmAPvN_wnE3045,Siapakah nama ibu dari B.J. Habibie?,R.A. Tuti Marini Puspowardojo,SPAN,B
899il7HMq79D4iA4PWEiSgJ2629,Apakah yang memandakan berhenti atau mulainya permainan sepak bola ?,peluit,SPAN,C
864AJ9w8gUeeT5ui2mjV-482708,Apakah bahan utama dari sushi ?,ikan mentah,SPAN,A
1177mo9QxepXvRmIEbov-3wB3226,Siapakah salah satu propagandis yang terkenal?,Abu Muslim al-Khurasany,SPAN,B
2734MmqzZtp-AZWpm2ZfsFhO871,"Apa tujuan pasukan Prancis-Britania pergi ke Salonika, Yunani?",untuk memberi bantuan dan menekan pemerintah setempat untuk menyatakan perang terhadap Blok Sentral,SPAN,C
2410IRpfau2-Ltn2-LoMkPNf3631,Apa saja kitab-kitab yang diturunkan kepada Nabi-nabi sebelum Nabi Muhammad SAW?,"Shuhuf Ibrahim, Kitab Taurat, Zabur, maupun Injil",SPAN,B
1217VUulWWjfmhhB_SRnAH2c3106,Darimana awal mula konsep zodiak berasal?,dari peradaban Lembah Sungai Eufrat,SPAN,B
1618DNm6lX3wftxfj2fnuyVr1185,Siapakah anak Lee Kuan Yew yang menjadi perdana menteri Singapura ?,Lee Hsien Loong,SPAN,B
2579V8DiOeUpZ5xJHz_B22Nw2436,Apa nama keris yang disimpan di Gedong Pusaka Keraton Yogyakarta?,Keris Kiai Wisa Bintulu,SPAN,B
1760mDs0p3IiDjSQHOt_UjsF3524,Berapa persentase wilayah hutan Amerika yang digunakan untuk militer?,"2,4%",SPAN,C
2507s9ZR3iJP0z5Z6_djlvFa1765,Apakah yang menyebabkan pembantaian anti-komunis menurut para ahli ?,keadaan panik dan ketidakpastian politik,SPAN,C
927fFROY82WGNQwzbZYqAZl2545,Kapankah pemerintah Indonesia membekukan hubungan diplomatik dengan Republik Rakyat Tiongkok ?,1 Oktober 1967,SPAN,C
27105B4kNatJgs2HMEX3Qbc-940,"Apa nama aliansi yang dibentuk oleh Jerman, Austria-Hongaria, dan Italia?",Aliansi Tiga.,SPAN,B
2078dQ_JXY4ymZQeFE0Q6gMo1566,Kapankah pemugaran candi Borobudur dilakukan ?,pada kurun 1907 dan 1911,SPAN,C
2134c3GwJ25P4vGSVnWFZ8d31408,Dimanakah kebanyakan anggota anggota berpengaruh taliban belajar ?,di madrasah di Pakistan,SPAN,B
901d0BwILQTPPl4oiAkiW0N2621,Berapakah jumlah penjaga gawang pada sebuah tim sepak bola ?,1 orang,SPAN,C
1032DagEj13ZJnkBdXH3dlsw320,Mengapa jepang menyerah tanpa syarat kepada sekutu?,AS menjatuhkan bom atom di Hiroshima dan Nagasaki,SPAN,C
567dxrWSjH-3GSoMgKPevyt207,Benua apakah yang mengapit Indonesia?,benua Asia dan benua Australia/Oseania,SPAN,C
1987kuJ62sHMo5LRL0V1zWv52223,Kapan Sekolah Penerbangan Utsmaniyah didirikan?,3 Juli 1912,SPAN,B
590XWeIE_Ub3P9D0x7jiKmg139,Bagaimana tingkat perkembangan penduduk di Indonesia?,bervariasi,SPAN,C
1419bJn9E_UUgrwZGzmllbaR629,Apa alasan pihak yang tidak setuju penetapan tanggal lahir kartini sebagai hari besar?,agar tidak pilih kasih dengan pahlawan-pahlawan wanita Indonesia lainnya,SPAN,C
8478WHZms7MdB1ce7kHygtH2757,Kapankah reformasi kepemilikan tanah diterapkan di Jepang ?,Pada awal periode Meiji,SPAN,B
15075jeWJyHrflW280qJuH1b2008,Kapan NCT U merilis single The 7th sense?,9 April,SPAN,B
1361J6GUEFw0eUjZYJ4tiHvB788,Apa yang dilakukan pemimpin PKI yang tetap tinggal di Jogjakarta?,mencoba berunding dengan pemimpin PNI dan Masyum,SPAN,B
1962Nznt7PwFe6mdz6hcXnVa2271,Kapan Pertempuran Poltava terjadi?,1709,SPAN,A
